driver_id,trip_id,start_ts,end_ts,miles,night_miles,mean_speed,max_speed_over_limit,accel_events_per_100mi,brake_events_per_100mi,phone_use_ratio,rain_flag,incident_density,label
D 140,T001047,2025-08-15T09:48:54.871257,2025-08-15T10:14:54.871257,4.67,0.1,51.3,0.0,10.6,5.6,0.177,0,0.436,0
D 165,T001048,2025-07-17T17:12:54.871257,2025-07-17T17:31:54.871257,1.49,0.15,39.1,7.7,12.8,12.3,0.276,1,0.68,1
D 141,T001049,2025-08-08T10:32:54.871257,2025-08-08T10:42:54.871257,2.08,0.1,51.3,1.4,10.0,13.1,0.094,0,0.162,0
D 080,T001050,2025-09-07T20:23:54.871257,2025-09-07T21:02:54.871257,2.35,0.1,26.8,0.7,13.4,6.5,0.241,0,0.322,0
D 091,T001051,2025-08-07T17:11:54.871257,2025-08-07T17:53:54.871257,1.05,0.01,25.3,0.0,4.4,14.9,0.048,0,0.102,0
D 039,T001052,2025-07-17T02:09:54.871257,2025-07-17T02:30:54.871257,8.68,1.77,30.4,7.3,8.5,0.0,0.02,0,0.222,0
D 180,T001053,2025-08-11T13:08:54.871257,2025-08-11T13:43:54.871257,6.57,1.03,25.9,6.8,0.0,17.2,0.398,0,0.249,0
D 024,T001054,2025-08-28T08:17:54.871257,2025-08-28T08:39:54.871257,2.51,0.04,32.0,0.2,15.0,6.8,0.159,0,0.444,0
D 169,T001055,2025-07-21T08:21:54.871257,2025-07-21T08:32:54.871257,6.05,0.72,46.0,0.2,10.5,3.3,0.12,0,0.378,0
D 172,T001056,2025-08-19T18:20:54.871257,2025-08-19T18:51:54.871257,7.34,0.07,32.2,10.5,3.7,3.1,0.102,0,0.404,0
D 123,T001057,2025-09-12T01:25:54.871257,2025-09-12T02:10:54.871257,2.72,0.33,39.1,4.7,15.8,9.8,0.144,0,0.149,1
D 060,T001058,2025-08-22T12:47:54.871257,2025-08-22T13:10:54.871257,2.31,0.02,22.3,6.6,15.0,12.6,0.061,1,0.552,1
D 105,T001059,2025-07-30T10:54:54.871257,2025-07-30T11:18:54.871257,2.82,0.39,33.3,10.3,12.3,11.1,0.075,0,0.534,0
D 199,T001060,2025-08-05T07:29:54.871257,2025-08-05T07:34:54.871257,8.98,1.84,35.8,1.9,15.3,8.6,0.213,1,0.501,1
D 033,T001061,2025-09-07T18:29:54.871257,2025-09-07T18:55:54.871257,1.27,0.08,34.3,13.2,7.7,0.1,0.152,0,0.159,0
D 110,T001062,2025-07-18T19:18:54.871257,2025-07-18T19:41:54.871257,1.81,0.13,40.6,8.6,8.8,18.4,0.413,0,0.158,1
D 190,T001063,2025-09-04T04:10:54.871257,2025-09-04T04:29:54.871257,2.97,0.67,34.7,0.0,5.2,6.1,0.062,0,0.463,1
D 066,T001064,2025-08-06T13:59:54.871257,2025-08-06T14:41:54.871257,0.98,0.01,34.7,4.7,11.8,13.0,0.132,0,0.0,0
D 084,T001065,2025-08-21T01:13:54.871257,2025-08-21T01:26:54.871257,5.22,0.7,26.1,0.0,12.2,7.6,0.213,0,0.509,0
D 198,T001066,2025-07-22T07:34:54.871257,2025-07-22T07:47:54.871257,1.21,0.03,23.7,6.8,14.3,6.4,0.26,0,0.616,0
D 172,T001067,2025-09-04T06:55:54.871257,2025-09-04T07:26:54.871257,7.42,0.34,51.1,0.0,13.3,22.0,0.127,0,0.192,1
D 177,T001068,2025-08-18T12:24:54.871257,2025-08-18T12:46:54.871257,7.41,0.01,25.7,0.0,15.8,11.5,0.111,0,0.37,1
D 188,T001069,2025-07-25T19:14:54.871257,2025-07-25T19:55:54.871257,2.55,0.04,47.2,4.6,10.6,11.3,0.189,0,0.517,0
D 187,T001070,2025-08-26T22:20:54.871257,2025-08-26T23:03:54.871257,3.46,1.02,35.9,0.0,5.6,7.1,0.327,0,0.382,0
D 066,T001071,2025-08-16T03:19:54.871257,2025-08-16T03:53:54.871257,0.91,0.27,34.0,2.5,8.3,3.2,0.05,0,0.631,0
D 146,T001072,2025-08-26T10:50:54.871257,2025-08-26T11:17:54.871257,2.58,0.86,38.3,4.6,16.2,8.3,0.048,0,0.441,0
D 086,T001073,2025-08-29T23:05:54.871257,2025-08-29T23:26:54.871257,3.41,0.16,34.3,1.7,8.8,14.8,0.084,1,0.644,1
D 015,T001074,2025-07-21T10:19:54.871257,2025-07-21T10:36:54.871257,5.67,1.96,19.3,1.7,4.5,16.2,0.417,0,0.369,1
D 051,T001075,2025-07-28T23:01:54.871257,2025-07-28T23:25:54.871257,3.83,0.48,34.6,0.0,3.2,14.2,0.09,0,0.487,0
D 176,T001076,2025-08-06T23:45:54.871257,2025-08-07T00:08:54.871257,2.48,0.24,51.5,3.6,0.0,21.1,0.037,0,0.257,0
D 086,T001077,2025-07-17T07:16:54.871257,2025-07-17T07:37:54.871257,0.55,0.05,39.1,0.0,9.3,9.1,0.11,0,0.231,0
D 101,T001078,2025-08-11T13:09:54.871257,2025-08-11T13:30:54.871257,3.85,0.5,35.4,3.6,15.6,22.1,0.132,0,0.521,0
D 151,T001079,2025-09-04T09:59:54.871257,2025-09-04T10:41:54.871257,5.8,1.08,41.7,3.6,13.5,13.1,0.106,0,0.431,0
D 119,T001080,2025-08-29T20:25:54.871257,2025-08-29T20:39:54.871257,0.99,0.02,25.7,14.2,11.7,0.9,0.122,0,0.532,0
D 184,T001081,2025-08-27T14:25:54.871257,2025-08-27T14:44:54.871257,4.21,0.15,35.8,4.6,4.2,9.1,0.273,0,0.625,0
D 146,T001082,2025-08-14T23:58:54.871257,2025-08-15T00:20:54.871257,2.82,0.38,39.6,5.0,13.3,16.0,0.053,1,0.786,0
D 005,T001083,2025-07-31T23:10:54.871257,2025-07-31T23:57:54.871257,3.37,0.18,38.5,0.0,0.0,6.6,0.089,0,0.292,0
D 086,T001084,2025-08-31T15:40:54.871257,2025-08-31T16:21:54.871257,6.64,0.64,35.8,7.3,0.5,7.7,0.15,0,0.585,0
D 177,T001085,2025-09-01T16:15:54.871257,2025-09-01T16:39:54.871257,3.11,0.24,45.7,0.0,10.5,25.8,0.283,0,0.489,0
D 112,T001086,2025-07-25T00:27:54.871257,2025-07-25T00:32:54.871257,2.18,0.59,31.6,7.1,11.7,6.2,0.063,0,0.68,1
D 106,T001087,2025-08-29T23:52:54.871257,2025-08-30T00:07:54.871257,5.8,0.34,29.1,0.0,6.9,13.6,0.057,0,0.234,0
D 026,T001088,2025-08-24T18:26:54.871257,2025-08-24T18:59:54.871257,4.3,0.36,34.2,0.4,14.4,8.3,0.113,0,0.688,1
D 093,T001089,2025-09-03T02:39:54.871257,2025-09-03T03:22:54.871257,3.44,0.35,35.2,0.0,2.0,19.8,0.115,0,0.298,1
D 171,T001090,2025-08-19T00:25:54.871257,2025-08-19T00:46:54.871257,2.36,0.28,46.8,0.2,3.5,8.4,0.355,0,0.53,0
D 122,T001091,2025-08-22T05:25:54.871257,2025-08-22T06:18:54.871257,2.64,0.01,37.6,2.4,10.5,12.3,0.116,0,0.246,0
D 093,T001092,2025-09-05T21:09:54.871257,2025-09-05T21:34:54.871257,6.57,1.57,25.8,1.6,5.6,11.6,0.141,0,0.507,0
D 114,T001093,2025-08-24T10:19:54.871257,2025-08-24T10:39:54.871257,1.87,0.04,20.3,10.8,7.6,11.3,0.095,0,0.204,0
D 126,T001094,2025-08-31T08:21:54.871257,2025-08-31T08:34:54.871257,1.63,0.09,27.4,2.3,6.2,6.3,0.215,0,0.182,0
D 103,T001095,2025-08-27T10:07:54.871257,2025-08-27T10:54:54.871257,3.67,0.02,37.2,7.6,9.0,8.6,0.113,0,0.104,0
D 147,T001096,2025-08-09T14:53:54.871257,2025-08-09T15:36:54.871257,7.37,0.69,26.9,0.0,13.6,7.8,0.11,0,0.205,1
D 182,T001097,2025-09-04T10:18:54.871257,2025-09-04T10:33:54.871257,1.71,0.32,43.1,0.0,7.0,14.6,0.305,0,0.428,0
D 118,T001098,2025-07-19T12:40:54.871257,2025-07-19T13:25:54.871257,5.61,0.24,40.4,1.2,0.9,3.9,0.059,0,0.419,0
D 041,T001099,2025-09-08T16:08:54.871257,2025-09-08T16:26:54.871257,0.66,0.05,46.3,10.0,17.7,6.3,0.073,0,0.397,1
D 147,T001100,2025-08-09T10:04:54.871257,2025-08-09T10:19:54.871257,3.74,0.16,43.5,17.1,8.0,12.6,0.279,0,0.305,0
D 006,T001101,2025-07-19T22:00:54.871257,2025-07-19T22:25:54.871257,1.94,0.24,16.1,5.4,8.5,8.1,0.118,0,0.56,0
D 165,T001102,2025-08-10T13:06:54.871257,2025-08-10T13:32:54.871257,5.68,0.09,36.5,0.0,4.1,0.0,0.144,1,0.609,1
D 082,T001103,2025-08-28T05:16:54.871257,2025-08-28T05:38:54.871257,3.52,0.22,19.4,0.0,8.2,14.8,0.055,1,0.767,0
D 089,T001104,2025-08-21T19:29:54.871257,2025-08-21T19:54:54.871257,2.21,0.29,11.8,16.5,5.1,12.5,0.096,0,0.28,0
D 063,T001105,2025-08-14T05:58:54.871257,2025-08-14T06:44:54.871257,6.68,0.52,22.1,13.2,16.4,8.6,0.319,0,0.371,0
D 067,T001106,2025-08-04T11:11:54.871257,2025-08-04T11:31:54.871257,3.62,0.25,41.1,1.3,9.8,9.2,0.215,0,0.374,0
D 162,T001107,2025-08-22T14:50:54.871257,2025-08-22T15:17:54.871257,8.18,0.51,42.9,0.0,13.6,3.7,0.081,0,0.205,0
D 008,T001108,2025-08-06T12:15:54.871257,2025-08-06T13:01:54.871257,1.09,0.05,38.2,0.0,6.7,16.2,0.067,0,0.481,0
D 196,T001109,2025-07-22T05:41:54.871257,2025-07-22T05:57:54.871257,6.35,0.08,39.7,6.9,6.6,13.4,0.18,0,0.283,0
D 082,T001110,2025-08-07T08:40:54.871257,2025-08-07T09:07:54.871257,1.53,0.13,43.9,0.0,11.5,7.8,0.135,0,0.568,0
D 068,T001111,2025-08-07T20:41:54.871257,2025-08-07T20:58:54.871257,2.55,0.0,24.6,7.3,0.0,11.4,0.246,1,0.472,1
D 172,T001112,2025-08-28T16:18:54.871257,2025-08-28T17:08:54.871257,2.25,0.28,38.5,9.0,7.6,10.4,0.225,0,0.289,1
D 000,T001113,2025-08-02T16:02:54.871257,2025-08-02T16:35:54.871257,2.2,0.38,30.0,3.2,13.2,15.4,0.095,0,0.461,0
D 166,T001114,2025-08-10T18:25:54.871257,2025-08-10T18:36:54.871257,3.83,0.3,34.1,0.0,8.9,3.4,0.096,0,0.454,0
D 062,T001115,2025-08-26T19:20:54.871257,2025-08-26T19:31:54.871257,5.13,0.16,28.1,4.3,6.9,10.4,0.2,0,0.251,0
D 180,T001116,2025-08-20T09:33:54.871257,2025-08-20T09:55:54.871257,2.71,0.01,38.5,4.0,8.6,6.6,0.057,0,0.435,0
D 020,T001117,2025-08-18T03:49:54.871257,2025-08-18T04:29:54.871257,7.45,0.98,31.7,3.8,0.7,15.6,0.17,0,0.295,1
D 104,T001118,2025-09-12T22:00:54.871257,2025-09-12T22:21:54.871257,4.45,1.23,32.5,0.0,7.1,15.2,0.266,0,0.556,1
D 140,T001119,2025-08-21T17:45:54.871257,2025-08-21T18:06:54.871257,2.26,0.43,35.4,0.0,12.9,15.3,0.12,0,0.501,0
D 000,T001120,2025-08-10T22:12:54.871257,2025-08-10T22:51:54.871257,3.54,0.86,37.3,2.1,12.6,14.8,0.405,0,0.426,0
D 077,T001121,2025-08-27T05:01:54.871257,2025-08-27T05:39:54.871257,1.11,0.07,30.6,0.0,11.5,14.2,0.029,1,0.768,1
D 035,T001122,2025-08-30T23:37:54.871257,2025-08-30T23:56:54.871257,0.78,0.3,25.5,0.0,3.5,0.0,0.252,0,0.0,0
D 044,T001123,2025-07-27T21:50:54.871257,2025-07-27T22:31:54.871257,9.55,0.13,27.4,1.1,9.6,11.2,0.039,0,0.502,0
D 169,T001124,2025-08-03T06:18:54.871257,2025-08-03T06:34:54.871257,1.91,0.39,34.5,1.1,1.3,5.8,0.149,0,0.398,0
D 073,T001125,2025-08-02T12:43:54.871257,2025-08-02T13:09:54.871257,2.46,0.08,32.8,6.4,6.9,3.5,0.094,0,0.046,0
D 096,T001126,2025-08-19T03:09:54.871257,2025-08-19T03:24:54.871257,2.94,0.52,35.5,10.7,0.0,11.9,0.209,0,0.399,0
D 128,T001127,2025-08-29T14:07:54.871257,2025-08-29T14:30:54.871257,0.73,0.05,26.5,2.8,9.5,10.0,0.32,0,0.323,0
D 176,T001128,2025-08-29T03:05:54.871257,2025-08-29T03:29:54.871257,1.31,0.3,25.8,12.2,8.0,15.1,0.179,1,0.518,0
D 040,T001129,2025-07-23T20:24:54.871257,2025-07-23T20:51:54.871257,3.6,0.1,35.8,0.0,17.1,12.2,0.072,1,0.634,0
D 080,T001130,2025-07-21T07:38:54.871257,2025-07-21T07:57:54.871257,2.48,0.07,40.5,8.9,8.1,14.9,0.284,0,0.648,0
D 160,T001131,2025-08-02T17:20:54.871257,2025-08-02T17:52:54.871257,5.49,0.08,32.8,4.8,3.3,0.0,0.12,0,0.423,0
D 023,T001132,2025-09-06T15:21:54.871257,2025-09-06T15:42:54.871257,3.37,0.2,46.1,0.0,10.3,4.8,0.113,0,0.527,0
D 138,T001133,2025-09-09T16:03:54.871257,2025-09-09T16:35:54.871257,4.13,0.54,37.2,2.9,0.4,20.2,0.103,1,0.789,0
D 072,T001134,2025-08-10T23:24:54.871257,2025-08-11T00:35:54.871257,6.17,0.65,41.5,11.5,9.6,5.4,0.04,0,0.268,1
D 181,T001135,2025-08-16T15:17:54.871257,2025-08-16T15:58:54.871257,1.08,0.05,36.9,4.7,20.1,5.3,0.082,0,0.647,1
D 144,T001136,2025-08-11T19:25:54.871257,2025-08-11T19:30:54.871257,9.55,1.69,37.1,0.0,10.1,1.7,0.394,0,0.0,0
D 097,T001137,2025-08-04T14:23:54.871257,2025-08-04T14:52:54.871257,2.57,0.01,45.0,0.0,9.7,6.8,0.17,0,0.394,0
D 032,T001138,2025-08-19T20:31:54.871257,2025-08-19T20:57:54.871257,2.63,0.3,44.9,12.2,0.2,1.9,0.143,0,0.412,0
D 008,T001139,2025-07-19T04:21:54.871257,2025-07-19T04:41:54.871257,4.47,1.88,41.9,0.0,4.1,10.4,0.05,0,0.767,0
D 175,T001140,2025-08-16T20:42:54.871257,2025-08-16T21:11:54.871257,8.69,1.2,41.6,0.0,15.2,5.0,0.346,0,0.277,0
D 119,T001141,2025-08-30T12:47:54.871257,2025-08-30T13:07:54.871257,2.98,0.27,39.2,0.7,0.9,1.3,0.059,0,0.394,0
D 092,T001142,2025-08-20T03:14:54.871257,2025-08-20T03:41:54.871257,0.89,0.1,24.3,7.8,9.3,8.9,0.05,0,0.532,0
D 097,T001143,2025-09-06T10:51:54.871257,2025-09-06T11:01:54.871257,1.4,0.03,32.6,6.8,2.8,16.2,0.114,0,0.164,1
D 064,T001144,2025-08-13T01:24:54.871257,2025-08-13T01:57:54.871257,3.1,0.94,37.5,17.1,14.5,18.5,0.146,0,0.415,0
D 141,T001145,2025-08-10T23:59:54.871257,2025-08-11T00:43:54.871257,0.86,0.16,25.1,0.0,8.8,18.9,0.074,0,0.474,0
D 106,T001146,2025-08-22T10:23:54.871257,2025-08-22T10:46:54.871257,1.24,0.0,28.6,0.0,1.2,10.5,0.121,0,0.394,0
D 180,T001147,2025-08-28T02:20:54.871257,2025-08-28T03:00:54.871257,0.5,0.12,35.3,11.7,6.4,19.1,0.148,0,0.474,0
D 156,T001148,2025-08-27T17:57:54.871257,2025-08-27T18:17:54.871257,4.88,0.06,33.4,1.5,8.2,14.0,0.067,0,0.379,0
D 193,T001149,2025-08-07T20:19:54.871257,2025-08-07T20:48:54.871257,2.49,0.4,36.9,10.6,10.4,7.4,0.135,0,0.334,1
D 085,T001150,2025-09-08T06:47:54.871257,2025-09-08T07:22:54.871257,0.5,0.02,41.1,0.0,8.9,14.8,0.236,0,0.381,0
D 188,T001151,2025-08-18T09:41:54.871257,2025-08-18T10:13:54.871257,2.48,0.21,33.6,0.9,0.0,10.3,0.1,0,0.411,0
D 038,T001152,2025-09-12T11:24:54.871257,2025-09-12T11:54:54.871257,2.87,0.18,23.8,0.0,1.0,4.2,0.222,1,0.592,0
D 119,T001153,2025-09-02T15:48:54.871257,2025-09-02T16:09:54.871257,6.33,0.42,40.1,10.7,12.1,13.8,0.06,0,0.389,1
D 135,T001154,2025-08-09T23:02:54.871257,2025-08-09T23:27:54.871257,6.04,1.44,40.8,14.4,11.9,4.5,0.25,0,0.382,0
D 088,T001155,2025-08-20T05:49:54.871257,2025-08-20T06:08:54.871257,8.14,2.19,36.3,11.9,1.9,27.5,0.374,0,0.337,0
D 060,T001156,2025-08-22T10:26:54.871257,2025-08-22T10:55:54.871257,4.24,0.64,29.6,11.3,9.3,6.6,0.283,0,0.145,1
D 003,T001157,2025-08-22T00:42:54.871257,2025-08-22T01:20:54.871257,5.09,0.4,30.2,0.0,10.3,11.3,0.095,0,0.267,0
D 066,T001158,2025-08-29T22:15:54.871257,2025-08-29T22:33:54.871257,1.45,0.16,46.7,0.0,11.4,9.8,0.381,0,0.311,0
D 162,T001159,2025-08-05T03:17:54.871257,2025-08-05T03:44:54.871257,7.07,0.95,30.1,0.1,7.7,8.0,0.1,0,0.013,0
D 039,T001160,2025-08-23T04:04:54.871257,2025-08-23T04:24:54.871257,2.72,0.98,39.1,0.3,5.6,11.2,0.21,0,0.221,0
D 102,T001161,2025-07-18T03:14:54.871257,2025-07-18T03:41:54.871257,3.71,1.27,45.6,0.0,17.0,13.1,0.128,0,0.514,1
D 116,T001162,2025-07-29T04:42:54.871257,2025-07-29T05:16:54.871257,3.92,0.78,24.4,0.0,6.9,24.6,0.114,0,0.23,0
D 025,T001163,2025-08-23T20:36:54.871257,2025-08-23T21:07:54.871257,1.85,0.25,35.4,0.0,15.3,13.2,0.201,1,0.721,0
D 038,T001164,2025-09-03T19:32:54.871257,2025-09-03T19:48:54.871257,2.37,0.0,31.8,1.3,10.6,17.9,0.412,0,0.408,0
D 026,T001165,2025-07-28T13:23:54.871257,2025-07-28T13:42:54.871257,1.22,0.05,35.2,0.0,8.4,19.7,0.096,0,0.464,1
D 160,T001166,2025-08-06T19:22:54.871257,2025-08-06T19:52:54.871257,8.7,0.55,38.6,0.0,2.8,12.4,0.088,0,0.373,0
D 054,T001167,2025-09-08T18:43:54.871257,2025-09-08T19:09:54.871257,2.38,0.0,35.4,4.8,9.7,9.4,0.218,1,0.705,1
D 094,T001168,2025-07-17T21:21:54.871257,2025-07-17T21:26:54.871257,6.43,1.5,44.9,5.0,5.9,2.3,0.029,0,0.392,0
D 112,T001169,2025-08-07T18:55:54.871257,2025-08-07T19:04:54.871257,2.68,0.71,41.9,3.1,11.2,18.6,0.182,0,0.582,0
D 026,T001170,2025-08-29T22:23:54.871257,2025-08-29T22:54:54.871257,5.6,2.37,44.3,16.8,4.3,13.6,0.042,0,0.458,1
D 143,T001171,2025-08-12T11:14:54.871257,2025-08-12T11:43:54.871257,1.2,0.08,25.3,9.9,8.3,8.4,0.239,0,0.482,0
D 083,T001172,2025-08-06T10:01:54.871257,2025-08-06T10:23:54.871257,4.3,0.05,43.8,3.9,20.7,9.6,0.113,0,0.254,0
D 023,T001173,2025-07-29T19:44:54.871257,2025-07-29T20:20:54.871257,5.43,0.01,29.5,1.9,5.9,26.0,0.098,1,0.844,0
D 062,T001174,2025-07-20T15:02:54.871257,2025-07-20T15:41:54.871257,1.76,0.19,44.9,7.6,0.0,0.0,0.227,0,0.385,0
D 101,T001175,2025-09-03T00:13:54.871257,2025-09-03T00:48:54.871257,0.5,0.03,41.4,2.2,10.7,9.9,0.307,0,0.323,1
D 028,T001176,2025-08-26T11:19:54.871257,2025-08-26T11:45:54.871257,2.73,0.12,11.0,1.1,4.3,5.9,0.073,0,0.346,0
D 069,T001177,2025-08-24T06:40:54.871257,2025-08-24T06:59:54.871257,3.55,0.88,27.7,0.0,6.2,0.9,0.339,0,0.492,0
D 105,T001178,2025-08-28T22:45:54.871257,2025-08-28T23:04:54.871257,5.26,0.44,36.4,10.1,10.4,0.3,0.303,0,0.138,1
D 151,T001179,2025-07-26T09:23:54.871257,2025-07-26T09:52:54.871257,1.6,0.02,36.5,30.3,10.0,0.0,0.117,0,0.364,0
D 132,T001180,2025-09-11T21:44:54.871257,2025-09-11T22:17:54.871257,4.6,0.03,35.1,0.2,12.4,8.2,0.081,0,0.281,0
D 062,T001181,2025-07-27T22:18:54.871257,2025-07-27T22:50:54.871257,6.1,0.22,23.1,9.4,2.9,17.3,0.101,0,0.456,0
D 194,T001182,2025-07-27T23:51:54.871257,2025-07-28T00:15:54.871257,2.0,0.03,22.5,12.3,9.7,6.6,0.058,0,0.389,0
D 155,T001183,2025-08-05T07:56:54.871257,2025-08-05T08:39:54.871257,6.37,0.64,37.6,0.0,5.0,0.2,0.224,0,0.287,0
D 181,T001184,2025-09-01T16:00:54.871257,2025-09-01T16:27:54.871257,3.07,0.47,37.0,5.3,3.9,0.1,0.076,0,0.4,0
D 062,T001185,2025-08-21T03:29:54.871257,2025-08-21T03:58:54.871257,1.28,0.65,45.8,2.9,5.5,4.6,0.122,1,0.643,0
D 006,T001186,2025-07-22T01:22:54.871257,2025-07-22T01:48:54.871257,4.19,0.48,41.6,3.1,7.6,6.2,0.355,0,0.321,0
D 118,T001187,2025-08-19T13:19:54.871257,2025-08-19T13:47:54.871257,3.28,0.29,28.3,0.8,7.8,11.6,0.434,0,0.247,1
D 104,T001188,2025-08-24T09:36:54.871257,2025-08-24T09:41:54.871257,1.53,0.03,34.7,0.5,3.9,6.4,0.167,0,0.296,0
D 044,T001189,2025-08-12T04:27:54.871257,2025-08-12T05:08:54.871257,4.59,1.54,29.3,4.0,12.6,18.2,0.047,1,0.873,0
D 005,T001190,2025-09-13T13:22:54.871257,2025-09-13T13:37:54.871257,2.8,0.37,36.8,4.7,12.3,1.8,0.183,0,0.026,0
D 198,T001191,2025-09-11T21:06:54.871257,2025-09-11T21:37:54.871257,1.13,0.02,47.1,6.1,9.8,8.4,0.154,0,0.26,0
D 151,T001192,2025-07-23T10:53:54.871257,2025-07-23T11:33:54.871257,5.44,0.16,30.3,1.8,10.6,0.0,0.069,0,0.458,0
D 045,T001193,2025-07-18T18:38:54.871257,2025-07-18T18:58:54.871257,4.31,0.43,42.2,0.5,13.2,6.2,0.148,0,0.25,0
D 029,T001194,2025-09-07T16:13:54.871257,2025-09-07T16:18:54.871257,4.64,0.78,38.7,5.0,5.9,7.4,0.228,1,0.498,0
D 167,T001195,2025-09-08T01:01:54.871257,2025-09-08T01:58:54.871257,5.93,2.57,39.3,0.0,12.9,17.9,0.073,0,0.466,0
D 081,T001196,2025-07-26T02:01:54.871257,2025-07-26T02:21:54.871257,3.43,0.39,42.4,9.7,12.0,0.0,0.166,1,0.73,0
D 030,T001197,2025-08-28T20:07:54.871257,2025-08-28T20:13:54.871257,5.03,0.08,32.7,0.0,0.0,17.2,0.165,0,0.417,1
D 074,T001198,2025-09-07T23:21:54.871257,2025-09-07T23:55:54.871257,4.38,0.57,39.1,0.2,14.4,9.2,0.161,0,0.389,0
D 139,T001199,2025-09-06T06:49:54.871257,2025-09-06T07:35:54.871257,4.36,0.16,40.9,0.0,17.4,9.0,0.106,1,0.34,0
D 045,T001200,2025-07-22T17:20:54.871257,2025-07-22T17:34:54.871257,2.6,0.27,18.0,1.4,14.8,2.8,0.08,0,0.32,0
D 074,T001201,2025-09-11T22:54:54.871257,2025-09-11T23:30:54.871257,0.55,0.06,30.3,0.0,11.6,9.3,0.131,0,0.701,0
D 047,T001202,2025-08-16T03:41:54.871257,2025-08-16T04:09:54.871257,5.91,0.5,24.5,5.5,3.7,15.2,0.224,0,0.371,0
D 077,T001203,2025-09-09T05:57:54.871257,2025-09-09T06:30:54.871257,5.42,0.07,23.9,8.9,10.3,23.2,0.281,1,0.246,0
D 025,T001204,2025-07-29T02:44:54.871257,2025-07-29T03:11:54.871257,4.87,1.88,33.8,0.0,14.9,18.2,0.226,0,0.346,1
D 167,T001205,2025-09-12T11:03:54.871257,2025-09-12T11:42:54.871257,4.59,0.47,29.8,7.6,9.8,0.0,0.263,1,0.574,0
D 180,T001206,2025-08-29T00:12:54.871257,2025-08-29T00:38:54.871257,2.8,0.48,19.9,0.0,5.6,11.9,0.044,0,0.154,0
D 125,T001207,2025-08-30T01:57:54.871257,2025-08-30T02:08:54.871257,6.61,0.41,26.8,2.6,11.9,18.7,0.21,0,0.426,0
D 168,T001208,2025-08-12T07:16:54.871257,2025-08-12T07:46:54.871257,2.77,0.11,46.7,7.2,2.4,17.6,0.073,0,0.396,0
D 064,T001209,2025-07-29T09:13:54.871257,2025-07-29T09:46:54.871257,4.89,0.15,30.6,3.3,13.8,12.3,0.029,0,0.485,0
D 167,T001210,2025-07-23T22:27:54.871257,2025-07-23T22:46:54.871257,3.04,0.6,26.7,3.7,10.2,0.0,0.087,0,0.469,0
D 067,T001211,2025-09-12T05:04:54.871257,2025-09-12T05:30:54.871257,4.81,0.58,40.3,0.5,18.3,10.1,0.267,0,0.393,0
D 040,T001212,2025-09-06T05:53:54.871257,2025-09-06T06:24:54.871257,2.65,0.12,36.0,4.4,11.0,23.1,0.25,0,0.636,0
D 055,T001213,2025-07-23T01:37:54.871257,2025-07-23T01:51:54.871257,1.95,0.35,37.2,1.3,0.0,6.5,0.076,0,0.733,0
D 110,T001214,2025-08-08T09:01:54.871257,2025-08-08T09:32:54.871257,1.3,0.02,27.7,4.5,3.0,0.8,0.032,0,0.771,0
D 128,T001215,2025-09-07T14:05:54.871257,2025-09-07T14:29:54.871257,3.14,0.34,23.1,0.0,5.8,4.4,0.311,0,0.541,0
D 116,T001216,2025-08-18T12:43:54.871257,2025-08-18T12:54:54.871257,1.31,0.0,24.4,2.7,8.1,0.1,0.138,0,0.256,0
D 154,T001217,2025-09-04T07:50:54.871257,2025-09-04T08:23:54.871257,2.36,0.13,47.4,2.5,15.6,12.7,0.024,0,0.582,0
D 036,T001218,2025-08-21T12:48:54.871257,2025-08-21T13:16:54.871257,3.97,0.69,44.6,0.0,17.7,5.3,0.43,0,0.387,0
D 196,T001219,2025-08-23T06:58:54.871257,2025-08-23T07:15:54.871257,3.61,0.05,35.7,0.0,3.1,8.1,0.09,0,0.182,0
D 053,T001220,2025-07-31T14:54:54.871257,2025-07-31T15:34:54.871257,4.69,0.92,26.1,0.0,7.9,10.5,0.186,0,0.777,0
D 119,T001221,2025-08-19T20:25:54.871257,2025-08-19T20:42:54.871257,2.55,0.31,28.8,0.4,7.0,8.5,0.195,0,0.548,0
D 193,T001222,2025-07-20T02:33:54.871257,2025-07-20T03:12:54.871257,7.61,0.45,37.8,7.5,9.1,8.2,0.176,0,0.634,0
D 039,T001223,2025-08-14T20:45:54.871257,2025-08-14T21:22:54.871257,2.44,0.03,54.7,0.0,8.9,9.2,0.225,0,0.422,1
D 167,T001224,2025-09-07T08:47:54.871257,2025-09-07T09:12:54.871257,4.67,0.7,29.8,0.0,5.1,10.6,0.256,0,0.083,0
D 171,T001225,2025-09-05T09:55:54.871257,2025-09-05T10:20:54.871257,5.92,0.38,34.0,0.0,7.4,10.5,0.119,0,0.406,0
D 174,T001226,2025-09-05T15:20:54.871257,2025-09-05T15:40:54.871257,4.1,0.26,53.8,3.8,2.7,11.4,0.168,0,0.403,0
D 019,T001227,2025-07-19T22:01:54.871257,2025-07-19T22:19:54.871257,4.61,0.41,28.0,2.4,11.7,3.6,0.06,0,0.297,0
D 012,T001228,2025-07-22T21:12:54.871257,2025-07-22T21:55:54.871257,4.39,0.07,40.0,0.0,10.6,19.3,0.482,0,0.856,0
D 196,T001229,2025-07-27T19:32:54.871257,2025-07-27T19:41:54.871257,5.8,0.26,42.4,0.0,8.4,10.7,0.127,0,0.34,0
